date,venue,title,year,synopsis,url,cost,details,rating,posterSource,poster
2015-06-30T00:00:00-04:00,50-cent-community-garden,"Despicable Me 2",2013,"When Gru, the world's most super-bad turned super-dad has been recruited by a team of officials to stop lethal muscle and a host of Gru's own, He has to fight back with new gadgetry, cars, and more minion madness.",http://www.nycgovparks.org/events/free_summer_movies,,"Amenities: BYOPicnics, free popcorn, G-Unit",PG,http://ia.media-imdb.com/images/M/MV5BMjExNjAyNTcyMF5BMl5BanBnXkFtZTgwODQzMjQ3MDE@._V1_SX300.jpg,/img/posters/2015/despicable-me-2-2013.jpg
2015-07-01T00:00:00-04:00,pier-1-riverside-park,"Jurassic Park",1993,"During a preview tour, a theme park suffers a major power breakdown that allows its cloned dinosaur exhibits to run amok.",http://www.nycgovparks.org/events/free_summer_movies,,"Amenities: BYOPicnics, nearby restaurants, clever girls",PG-13,http://ia.media-imdb.com/images/M/MV5BMjM2MDgxMDg0Nl5BMl5BanBnXkFtZTgwNTM2OTM5NDE@._V1_SX300.jpg,/img/posters/2015/jurassic-park-1993.jpg
2015-07-03T00:00:00-04:00,battery-park,"The Young Girls of Rochefort",1967,"Delphine and Solange are two sisters living in Rochefort. Delphine is a dancing teacher and Solange composes and teaches the piano. Maxence is a poet and a painter. He is doing his military...",http://www.nycgovparks.org/events/free_summer_movies,,"Amenities: BYOPicnics, water views",G,http://ia.media-imdb.com/images/M/MV5BMTIzNTM4ODA0Ml5BMl5BanBnXkFtZTcwNjg1NzAyMQ@@._V1_SX300.jpg,/img/posters/2015/the-young-girls-of-rochefort-1967.jpg
2015-07-06T00:00:00-04:00,death-ave,"Who’s Afraid of Virginia Woolf?",1966,"A bitter, aging couple, with the help of alcohol, use a young couple to fuel anguish and emotional pain towards each other.",http://www.deathave.com/pdf/MovieNights.pdf,,"Amenities: Adjacent to the High Line, hanging lanterns, heat lamps, blankets, retractable roof, and restaurant",TV-MA,http://ia.media-imdb.com/images/M/MV5BMjIyMjgyNzA3OV5BMl5BanBnXkFtZTgwOTUxNzYxMTE@._V1_SX300.jpg,/img/posters/2015/who-s-afraid-of-virginia-woolf-1966.jpg
2015-07-07T00:00:00-04:00,tony-dapolito-rec-center,"Invasion of the Body Snatchers",1978,"In San Francisco, a group of people discover the human race is being replaced one by one, with clones devoid of emotion.",http://www.nycgovparks.org/events/free_summer_movies,,"Amenities: BYOPicnics, nearby restaurants",PG,http://ia.media-imdb.com/images/M/MV5BMTg1MTgxMTY2MF5BMl5BanBnXkFtZTgwODg0NTc1MDE@._V1_SX300.jpg,/img/posters/2015/invasion-of-the-body-snatchers-1978.jpg
2015-07-07T00:00:00-04:00,rockaway-beach,"The Iron Giant",1999,"A young boy befriends a giant robot from outer space that a paranoid government agent wants to destroy.",http://www.nycgovparks.org/events/free_summer_movies,,"Amenities: Free refreshments, free popcorn, beach/ocean views",PG,http://ia.media-imdb.com/images/M/MV5BMjIxNDU2Njk0OV5BMl5BanBnXkFtZTgwODc3Njc3NjE@._V1_SX300.jpg,/img/posters/2015/the-iron-giant-1999.jpg
2015-07-08T00:00:00-04:00,pier-1-riverside-park,"Edward Scissorhands",1990,"A gentle man, with scissors for hands, is brought into a new community after living in isolation.",http://www.nycgovparks.org/events/free_summer_movies,,"Amenities: BYOPicnics, nearby restaurants",PG-13,http://ia.media-imdb.com/images/M/MV5BOTE2NDExNjQxMF5BMl5BanBnXkFtZTgwMzQ3NzMxMDE@._V1_SX300.jpg,/img/posters/2015/edward-scissorhands-1990.jpg
2015-07-08T00:00:00-04:00,mccarren-park,Clueless,1995,"A rich high school student tries to boost a new pupil's popularity, but reckons without affairs of the heart getting in the way.",http://www.summerscreen.org/,,"Amenities: Food vendors and live music",PG-13,http://ia.media-imdb.com/images/M/MV5BMTgxODIxODE2MF5BMl5BanBnXkFtZTgwOTA4NjQxMTE@._V1_SX300.jpg,/img/posters/2015/clueless-1995.jpg
2015-07-09T00:00:00-04:00,72nd-riverside-park,"Pride & Prejudice",2005,"Sparks fly when spirited Elizabeth Bennet meets single, rich, and proud Mr. Darcy. But Mr. Darcy reluctantly finds himself falling in love with a woman beneath his class. Can each overcome their own pride and prejudice?",http://www.nycgovparks.org/events/free_summer_movies,,"Amenities: BYOPicnics, nearby restaurants",PG,http://ia.media-imdb.com/images/M/MV5BMTA1NDQ3NTcyOTNeQTJeQWpwZ15BbWU3MDA0MzA4MzE@._V1_SX300.jpg,/img/posters/2015/pride-prejudice-2005.jpg
2015-07-09T00:00:00-04:00,pier-1-brooklyn-bridge-park,"High Noon",1952,"A marshall, personally compelled to face a returning deadly enemy, finds that his own town refuses to help him.",http://www.brooklynbridgepark.org/event-series/syfy-movies-with-a-view,,"Amenities: BYOPicnics, river/skyline views, concession stands",PG,http://ia.media-imdb.com/images/M/MV5BMTUxMzg0MzIwM15BMl5BanBnXkFtZTgwOTU0MjkwMTE@._V1_SX300.jpg,/img/posters/2015/high-noon-1952.jpg
2015-07-10T00:00:00-04:00,pier-1-riverside-park,Goha,1958,,http://www.nycgovparks.org/events/free_summer_movies,,"Amenities: BYOPicnics, nearby restaurants",,,
2015-07-13T00:00:00-04:00,randalls-island,"Back to the Future Part II",1989,"After visiting 2015, Marty McFly must repeat his visit to 1955 to prevent disastrous changes to 1985... without interfering with his first trip.",http://www.nycgovparks.org/events/free_summer_movies,,"Amenities: BYOPicnics, water/skyline views, incorrect depictions of life in 2015",PG,http://ia.media-imdb.com/images/M/MV5BNjE5ODg4NzY1MF5BMl5BanBnXkFtZTcwMjI3MzYwMg@@._V1_SX300.jpg,/img/posters/2015/back-to-the-future-part-ii-1989.jpg
2015-07-13T00:00:00-04:00,death-ave,"One Flew Over the Cuckoo’s Nest",1975,"A criminal pleads insanity after getting into trouble again and once in the mental institution rebels against the oppressive nurse and rallies up the scared patients.",http://www.deathave.com/pdf/MovieNights.pdf,,"Amenities: Adjacent to the High Line, hanging lanterns, heat lamps, blankets, retractable roof, and restaurant",R,http://ia.media-imdb.com/images/M/MV5BMTk5OTA4NTc0NF5BMl5BanBnXkFtZTcwNzI5Mzg3OA@@._V1_SX300.jpg,/img/posters/2015/one-flew-over-the-cuckoo-s-nest-1975.jpg
2015-07-14T00:00:00-04:00,103-st-community-garden,"All Dogs Go to Heaven",1989,"A dog returns from the dead looking for revenge on his killer using an orphan girl who can talk to animals.",http://www.nycgovparks.org/events/free_summer_movies,,"Amenities: BYOPicnics, free popcorn, dogs",G,http://ia.media-imdb.com/images/M/MV5BMTIyMjI5MTUxMV5BMl5BanBnXkFtZTYwMDI0ODY5._V1_SX300.jpg,/img/posters/2015/all-dogs-go-to-heaven-1989.jpg
2015-07-14T00:00:00-04:00,roosevelt-hotel,"American Hustle",2013,"A con man, Irving Rosenfeld, along with his seductive partner Sydney Prosser, is forced to work for a wild FBI agent, Richie DiMaso, who pushes them into a world of Jersey powerbrokers and mafia.",http://www.mad46.com/default154e.html?pg=movies,,"Amenities: Themed cocktails, food service, hair curlers",R,http://ia.media-imdb.com/images/M/MV5BNjkxMTc0MDc4N15BMl5BanBnXkFtZTgwODUyNTI1MDE@._V1_SX300.jpg,/img/posters/2015/american-hustle-2013.jpg
2015-07-15T00:00:00-04:00,pier-1-riverside-park,"The Natural",1984,"An unknown comes out of seemingly nowhere to become a legendary player with almost divine talent.",http://www.nycgovparks.org/events/free_summer_movies,,"Amenities: BYOPicnics, nearby restaurants",PG,http://ia.media-imdb.com/images/M/MV5BMTQ0MzQ4ODQzNV5BMl5BanBnXkFtZTcwNTY2NzI0MQ@@._V1_SX300.jpg,/img/posters/2015/the-natural-1984.jpg
2015-07-15T00:00:00-04:00,mccarren-park,"Wet Hot American Summer",2001,"Set on the last day of camp, in the hot summer of 1981, a group of counselors try to complete their unfinished business before the day ends.",http://www.summerscreen.org/,,"Amenities: Food vendors and live music",R,http://ia.media-imdb.com/images/M/MV5BMTc3NTMzNzU0Nl5BMl5BanBnXkFtZTYwMzA4Mzc5._V1_SX300.jpg,/img/posters/2015/wet-hot-american-summer-2001.jpg
2015-07-16T00:00:00-04:00,pier-1-brooklyn-bridge-park,"Sharknado 2",2014,"When Fin & April are on their way to New York, a Category 7 Hurricane spawns Heavy rain, winds, storm surges, & deadly Sharknadoes. And it's up to Fin & April to save the Big Apple from total devastation.",http://www.brooklynbridgepark.org/event-series/syfy-movies-with-a-view,,"Amenities: BYOPicnics, river/skyline views, Ian Ziering fans",TV-14,http://ia.media-imdb.com/images/M/MV5BMjA0MTIxMDEwNF5BMl5BanBnXkFtZTgwMDk3ODIxMjE@._V1_SX300.jpg,/img/posters/2015/sharknado-2-2014.jpg
2015-07-17T00:00:00-04:00,metrotech-commons,"Field Niggas",2015,"'The combination is simple: a lot of slow motion portraiture combined with a soundtrack of snippets of people's conversation and interview. This straightforward method yields one of the ...",http://rooftopfilms.com/2015/schedule/#sched-7-2015,,"Amenities: Live music, nearby restaurants",,,
2015-07-20T00:00:00-04:00,death-ave,"The Big Lebowski",1998,"""The Dude"" Lebowski, mistaken for a millionaire Lebowski, seeks restitution for his ruined rug and enlists his bowling buddies to help get it.",http://www.deathave.com/pdf/MovieNights.pdf,,"Amenities: Adjacent to the High Line, hanging lanterns, heat lamps, blankets, retractable roof, and restaurant",R,http://ia.media-imdb.com/images/M/MV5BMTQ0NjUzMDMyOF5BMl5BanBnXkFtZTgwODA1OTU0MDE@._V1_SX300.jpg,/img/posters/2015/the-big-lebowski-1998.jpg
2015-07-21T00:00:00-04:00,westervelt-community-garden,"The Rescuers Down Under",1990,"The R.A.S. agents, Miss Bianca and Bernard, race to Australia to save a boy and a rare golden eagle from a murderous poacher.",http://www.nycgovparks.org/events/free_summer_movies,,"Amenities: BYOPicnics",G,http://ia.media-imdb.com/images/M/MV5BMTIwNDk4NDA4Ml5BMl5BanBnXkFtZTYwODg4ODk4._V1_SX300.jpg,/img/posters/2015/the-rescuers-down-under-1990.jpg
2015-07-22T00:00:00-04:00,mccarren-park,"Dirty Dancing",1987,"Spending the summer at a Catskills resort with her family, Frances ""Baby"" Houseman falls in love with the camp's dance instructor, Johnny Castle.",http://www.summerscreen.org/,,"Amenities: Food vendors and live music",PG-13,http://ia.media-imdb.com/images/M/MV5BMTc3MDY3ODQ2OV5BMl5BanBnXkFtZTgwOTQ2NTYxMTE@._V1_SX300.jpg,/img/posters/2015/dirty-dancing-1987.jpg
2015-07-23T00:00:00-04:00,pier-1-brooklyn-bridge-park,"Attack the Block",2011,"A teen gang in South London defend their block from an alien invasion.",http://www.brooklynbridgepark.org/event-series/syfy-movies-with-a-view,,"Amenities: BYOPicnics, river/skyline views, concession stands",R,http://ia.media-imdb.com/images/M/MV5BMjAzNjc1MjgzOF5BMl5BanBnXkFtZTcwMzE3Njk5NQ@@._V1_SX300.jpg,/img/posters/2015/attack-the-block-2011.jpg
2015-07-27T00:00:00-04:00,death-ave,"Last Tango in Paris",1972,"A young Parisian woman meets a middle-aged American businessman who demands their clandestine relationship be based only on sex.",http://www.deathave.com/pdf/MovieNights.pdf,,"Amenities: Adjacent to the High Line, hanging lanterns, heat lamps, blankets, retractable roof, and restaurant",NC-17,http://ia.media-imdb.com/images/M/MV5BMjE5ODQyMTI0OV5BMl5BanBnXkFtZTcwODgyNTEzNA@@._V1_SX300.jpg,/img/posters/2015/last-tango-in-paris-1972.jpg
2015-07-28T00:00:00-04:00,swindler-cove,"How to Train Your Dragon 2",2014,"When Hiccup and Toothless discover an ice cave that is home to hundreds of new wild dragons and the mysterious Dragon Rider, the two friends find themselves at the center of a battle to protect the peace.",http://www.nycgovparks.org/events/free_summer_movies,,"Amenities: BYOPicnics, free popcorn, and, uh, dragons",PG,http://ia.media-imdb.com/images/M/MV5BMzMwMTAwODczN15BMl5BanBnXkFtZTgwMDk2NDA4MTE@._V1_SX300.jpg,/img/posters/2015/how-to-train-your-dragon-2-2014.jpg
2015-07-29T00:00:00-04:00,pier-1-riverside-park,"Beasts of the Southern Wild",2012,"Faced with both her hot-tempered father's fading health and melting ice-caps that flood her ramshackle bayou community and unleash ancient aurochs, six-year-old Hushpuppy must learn the ways of courage and love.",http://www.nycgovparks.org/events/free_summer_movies,,"Amenities: BYOPicnics, nearby restaurants",PG-13,http://ia.media-imdb.com/images/M/MV5BMTgxNDM5MDM1Ml5BMl5BanBnXkFtZTcwOTYwNzQ3Nw@@._V1_SX300.jpg,/img/posters/2015/beasts-of-the-southern-wild-2012.jpg
2015-07-29T00:00:00-04:00,roosevelt-hotel,"Sex and the City",2008,"A New York writer on sex and love is finally getting married to her Mr. Big. But her three best girlfriends must console her after one of them inadvertently leads Mr. Big to jilt her.",http://www.mad46.com/default154e.html?pg=movies,,"Amenities: Themed cocktails, food service, Manolo Blahniks",R,http://ia.media-imdb.com/images/M/MV5BMTYyMzYxMjM3OF5BMl5BanBnXkFtZTcwNjg2OTA3MQ@@._V1_SX300.jpg,/img/posters/2015/sex-and-the-city-2008.jpg
2015-07-29T00:00:00-04:00,mccarren-park,"Dazed and Confused",1993,"The adventures of high school and junior high students on the last day of school in May 1976.",http://www.summerscreen.org/,,"Amenities: Food vendors and live music",R,http://ia.media-imdb.com/images/M/MV5BMTM5MDY5MDQyOV5BMl5BanBnXkFtZTgwMzM3NzMxMDE@._V1_SX300.jpg,/img/posters/2015/dazed-and-confused-1993.jpg
2015-07-30T00:00:00-04:00,pier-1-brooklyn-bridge-park,Clue,1985,"Six guests are invited to a strange house and must cooperate with the staff to solve a murder mystery.",http://www.brooklynbridgepark.org/event-series/syfy-movies-with-a-view,,"Amenities: BYOPicnics, river/skyline views, Col. Mustard with the candlestick in the library",PG,http://ia.media-imdb.com/images/M/MV5BNTc3NDc1ODYxNl5BMl5BanBnXkFtZTcwMjc5MDMyMQ@@._V1_SX300.jpg,/img/posters/2015/clue-1985.jpg
2015-08-03T00:00:00-04:00,death-ave,"Midnight Cowboy",1969,"A naive hustler goes to New York to seek personal fortune but in the process finds himself a new friend.",http://www.deathave.com/pdf/MovieNights.pdf,,"Amenities: Adjacent to the High Line, hanging lanterns, heat lamps, blankets, retractable roof, and restaurant",X,http://ia.media-imdb.com/images/M/MV5BMTMzMjY1OTE5OV5BMl5BanBnXkFtZTcwMjUzNTk3NA@@._V1_SX300.jpg,/img/posters/2015/midnight-cowboy-1969.jpg
2015-08-04T00:00:00-04:00,rockaway-beach,"Back to the Future Part II",1989,"After visiting 2015, Marty McFly must repeat his visit to 1955 to prevent disastrous changes to 1985... without interfering with his first trip.",http://www.nycgovparks.org/events/free_summer_movies,,"Amenities: Free refreshments, free popcorn, beach/ocean views",PG,http://ia.media-imdb.com/images/M/MV5BNjE5ODg4NzY1MF5BMl5BanBnXkFtZTcwMjI3MzYwMg@@._V1_SX300.jpg,/img/posters/2015/back-to-the-future-part-ii-1989.jpg
2015-08-05T00:00:00-04:00,pier-1-riverside-park,"Moonrise Kingdom",2012,"A pair of young lovers flee their New England town, which causes a local search party to fan out to find them.",http://www.nycgovparks.org/events/free_summer_movies,,"Amenities: BYOPicnics, nearby restaurants, summer camp nostalgia",PG-13,http://ia.media-imdb.com/images/M/MV5BMTEwMTc3NDkzOTJeQTJeQWpwZ15BbWU3MDI4NTAwNzc@._V1_SX300.jpg,/img/posters/2015/moonrise-kingdom-2012.jpg
