date,venue,title,year,synopsis,url,cost,details,rating,posterSource,poster
"2 Jun 2017",ocean-breeze-park-staten-island,"The Amazing Spider-Man 2",2014,"When New York is put under siege by Oscorp, it is up to Spider-Man to save the city he swore to protect as well as his loved ones.",https://www.nycgovparks.org/events/2017/06/02/movies-under-the-stars-the-amazing-spider-man-2,,"8:00 p.m. –10:30 p.m.",PG-13,https://images-na.ssl-images-amazon.com/images/M/MV5BOTA5NDYxNTg0OV5BMl5BanBnXkFtZTgwODE5NzU1MTE@._V1_SX300.jpg,/img/posters/2017/the-amazing-spider-man-2-2014.jpg
"2 Jun 2017",cedar-hill-central-park,Potiche,2010,"When her husband is taken hostage by his striking employees, a trophy wife (Deneuve) takes the reins of the family business and proves to be a remarkably effective leader. Business and ...",https://www.nycgovparks.org/events/2017/06/02/films-on-the-green-potiche-trophy-wife-by-ozon-selected-by-wanda-sykes,,"8:30 p.m. –10:30 p.m.",R,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ0OTIyMTQzOV5BMl5BanBnXkFtZTcwODQ5MDA1NA@@._V1_SX300.jpg,/img/posters/2017/potiche-2010.jpg
"2 Jun 2017",columbus-park-manhattan,"The Last Dragon",1985,"In New York City,ij a young man searches for the ""master"" 8us obtain the final level of martial arts mastery known as the glow. Along the way, he must fight a martial arts expert corrupted ...",https://www.nycgovparks.org/events/2017/06/02/arts-culture-fun-presents-moca-cinema-the-last-dragon-1985,,"8:30 p.m. –11:30 p.m.",PG-13,https://images-na.ssl-images-amazon.com/images/M/MV5BMjE4ODQ1ODA5Ml5BMl5BanBnXkFtZTYwNDAxOTY5._V1_SX300.jpg,/img/posters/2017/the-last-dragon-1985.jpg
"3 Jun 2017",woodtree-playground-queens,Moana,2016,"In Ancient Polynesia, when a terrible curse incurred by the Demigod Maui reaches an impetuous Chieftain's daughter's island, she answers the Ocean's call to seek out the Demigod to set things right.",https://www.nycgovparks.org/events/2017/06/03/movie-under-the-stars-moana,,"8:00 p.m. –10:00 p.m.",PG,https://images-na.ssl-images-amazon.com/images/M/MV5BMjI4MzU5NTExNF5BMl5BanBnXkFtZTgwNzY1MTEwMDI@._V1_SX300.jpg,/img/posters/2017/moana-2016.jpg
"3 Jun 2017",concrete-plant-park-bronx,"The Secret Life of Pets",2016,"The quiet life of a terrier named Max is upended when his owner takes in Duke, a stray whom Max instantly dislikes.",https://www.nycgovparks.org/events/2017/06/03/movies-under-the-stars-the-secret-life-of-pets,,"8:00 p.m. –10:00 p.m.",PG,https://images-na.ssl-images-amazon.com/images/M/MV5BMjIzMzA1OTkzNV5BMl5BanBnXkFtZTgwODE3MjM4NzE@._V1_SX300.jpg,/img/posters/2017/the-secret-life-of-pets-2016.jpg
"3 Jun 2017",john-jay-park-manhattan,"Mission: Impossible – Rogue Nation",2015,"Ethan and team take on their most impossible mission yet, eradicating the Syndicate - an International rogue organization as highly skilled as they are, committed to destroying the IMF.",https://www.nycgovparks.org/events/2017/06/03/movies-under-the-stars-mission-impossible-rogue-nation-20151,,"8:30 p.m. –11:30 p.m.",PG-13,https://images-na.ssl-images-amazon.com/images/M/MV5BOTFmNDA3ZjMtN2Y0MC00NDYyLWFlY2UtNTQ4OTQxMmY1NmVjXkEyXkFqcGdeQXVyNTg4NDQ4NDY@._V1_SX300.jpg,/img/posters/2017/mission-impossible-rogue-nation-2015.jpg
"7 Jun 2017",frederick-b-judge-playground-queens,"Kubo and the Two Strings",2016,"A young boy named Kubo must locate a magical suit of armour worn by his late father in order to defeat a vengeful spirit from the past.",https://www.nycgovparks.org/events/2017/06/07/movie-under-the-stars-kubo-and-the-two-strings,,"8:00 p.m. –10:00 p.m.",PG,https://images-na.ssl-images-amazon.com/images/M/MV5BMjA2Mzg2NDMzNl5BMl5BanBnXkFtZTgwMjcwODUzOTE@._V1_SX300.jpg,/img/posters/2017/kubo-and-the-two-strings-2016.jpg
"7 Jun 2017",corporal-john-a-seravalli-playground-manhattan,Moonlight,2016,"A chronicle of the childhood, adolescence and burgeoning adulthood of a young, African-American, gay man growing up in a rough neighborhood of Miami.",https://www.nycgovparks.org/events/2017/06/07/movies-under-the-stars-moonlight,,"8:30 p.m. –11:30 p.m.",R,https://images-na.ssl-images-amazon.com/images/M/MV5BNzQxNTIyODAxMV5BMl5BanBnXkFtZTgwNzQyMDA3OTE@._V1_SX300.jpg,/img/posters/2017/moonlight-2016.jpg
"9 Jun 2017",herbert-von-king-park-brooklyn,"Purple Rain",1984,"A young musician, tormented by an abusive situation at home, must contend with a rival singer, a burgeoning romance, and his own dissatisfied band, as his star begins to rise.",https://www.nycgovparks.org/events/2017/06/09/movies-under-the-stars-a-tribute-to-prince-and-screening-of-purple-rain,,"7:00 p.m. –10:30 p.m.",R,https://images-na.ssl-images-amazon.com/images/M/MV5BYjQ4ZTgwODctY2IzYS00NWQzLWE5OTUtMTk4MWNiZmMxMjI3XkEyXkFqcGdeQXVyNTI4MjkwNjA@._V1_SX300.jpg,/img/posters/2017/purple-rain-1984.jpg
"9 Jun 2017",crocheron-park-queens,"Rogue One",2016,"The Rebel Alliance makes a risky move to steal the plans for the Death Star, setting up the epic saga to follow.",https://www.nycgovparks.org/events/2017/06/09/movie-under-the-stars-rogue-one-a-star-wars-story,,"8:00 p.m. –10:00 p.m.",PG-13,https://images-na.ssl-images-amazon.com/images/M/MV5BMjEwMzMxODIzOV5BMl5BanBnXkFtZTgwNzg3OTAzMDI@._V1_SX300.jpg,/img/posters/2017/rogue-one-2016.jpg
"9 Jun 2017",columbus-park-manhattan,"Eat a Bowl of Tea",1989,"A study in culture bridging, including ... a new US-born husband, trying to work within the traditional ways, a new China-born wife, eager to join the ""dream"" of America, two family-minded ...",https://www.nycgovparks.org/events/2017/06/09/arts-culture-fun-presents-moca-cinema-eat-a-bowl-of-tea-1989,,"8:30 p.m. –11:30 p.m.",PG-13,https://images-na.ssl-images-amazon.com/images/M/MV5BMTk5MDQ4NDg3NV5BMl5BanBnXkFtZTcwOTUwMzkxMQ@@._V1_SX300.jpg,/img/posters/2017/eat-a-bowl-of-tea-1989.jpg
"10 Jun 2017",brookville-park-queens,"Queen of Katwe",2016,"A Ugandan girl sees her world rapidly change after being introduced to the game of chess.",https://www.nycgovparks.org/events/2017/06/10/movie-under-the-stars-moana,,"8:00 p.m. –10:00 p.m.",PG,https://images-na.ssl-images-amazon.com/images/M/MV5BNzQ0MDg2NTY4N15BMl5BanBnXkFtZTgwOTk2NzU3OTE@._V1_SX300.jpg,/img/posters/2017/queen-of-katwe-2016.jpg
"10 Jun 2017",seton-falls-park-bronx,"Doctor Strange",2016,"While on a journey of physical and spiritual healing, a brilliant neurosurgeon is drawn into the world of the mystic arts.",https://www.nycgovparks.org/events/2017/06/10/movies-under-the-stars-doctor-strange,,"8:00 p.m. –10:00 p.m.",PG-13,https://images-na.ssl-images-amazon.com/images/M/MV5BNjgwNzAzNjk1Nl5BMl5BanBnXkFtZTgwMzQ2NjI1OTE@._V1_SX300.jpg,/img/posters/2017/doctor-strange-2016.jpg
"10 Jun 2017",sol-bloom-playground-manhattan,"Percy Jackson & the Olympians: The Lightning Thief",2010,"A teenager discovers he's the descendant of a Greek god and sets out on an adventure to settle an on-going battle between the gods.",https://www.nycgovparks.org/events/2017/06/10/movies-under-the-stars-percy-jackson-the-olympians-the-lightning-thief-2010,,"8:30 p.m. –11:30 p.m.",PG,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ0MzY5OTQ2N15BMl5BanBnXkFtZTcwNzI1MTU5Mg@@._V1_SX300.jpg,/img/posters/2017/percy-jackson-the-olympians-the-lightning-thief-2010.jpg
"11 Jun 2017",westbourne-playground-queens,"The Lorax",2012,"A 12-year-old boy searches for the one thing that will enable him to win the affection of the girl of his dreams. To find it he must discover the story of the Lorax, the grumpy yet charming creature who fights to protect his world.",https://www.nycgovparks.org/events/2017/06/11/movie-under-the-stars-the-lorax,,"8:00 p.m. –10:00 p.m.",PG,https://images-na.ssl-images-amazon.com/images/M/MV5BMTU1MTAwMjk1NF5BMl5BanBnXkFtZTcwMDI5NDc4Ng@@._V1_SX300.jpg,/img/posters/2017/the-lorax-2012.jpg
"14 Jun 2017",recreation-center-54-manhattan,"Life of Pi",2012,"A young man who survives a disaster at sea is hurtled into an epic journey of adventure and discovery. While cast away, he forms an unexpected connection with another survivor: a fearsome Bengal tiger.",https://www.nycgovparks.org/events/2017/06/14/movies-under-the-stars-life-of-pi-2012,,"8:30 p.m. –11:30 p.m.",PG,https://images-na.ssl-images-amazon.com/images/M/MV5BNTg2OTY2ODg5OF5BMl5BanBnXkFtZTcwODM5MTYxOA@@._V1_SX300.jpg,/img/posters/2017/life-of-pi-2012.jpg
"15 Jun 2017",sol-bloom-playground-manhattan,"Bee Movie",2007,"Barry B. Benson, a bee just graduated from college, is disillusioned at his lone career choice: making honey. On a special trip outside the hive, Barry's life is saved by Vanessa, a florist in New York City. As their relationship blossoms, he discovers humans actually eat honey, and subsequently decides to sue them.",https://www.nycgovparks.org/events/2017/06/15/movies-under-the-stars-bee-movie-2007,,"8:30 p.m. –11:30 p.m.",PG,https://images-na.ssl-images-amazon.com/images/M/MV5BMjE1MDYxOTA4MF5BMl5BanBnXkFtZTcwMDE0MDUzMw@@._V1_SX300.jpg,/img/posters/2017/bee-movie-2007.jpg
"16 Jun 2017",rochdale-park-queens,Sing,2016,"In a city of humanoid animals, a hustling theater impresario's attempt to save his theater with a singing competition becomes grander than he anticipates even as its finalists' find that their lives will never be the same.",https://www.nycgovparks.org/events/2017/06/16/movie-under-the-stars-sing,,"8:00 p.m. –10:00 p.m.",PG,https://images-na.ssl-images-amazon.com/images/M/MV5BMTYzODYzODU2Ml5BMl5BanBnXkFtZTgwNTc1MTA2NzE@._V1_SX300.jpg,/img/posters/2017/sing-2016.jpg
"16 Jun 2017",macneil-park-queens,"The Secret Life of Pets",2016,"The quiet life of a terrier named Max is upended when his owner takes in Duke, a stray whom Max instantly dislikes.",https://www.nycgovparks.org/events/2017/06/16/movie-under-the-stars-secret-life-of-pets,,"8:00 p.m. –10:00 p.m.",PG,https://images-na.ssl-images-amazon.com/images/M/MV5BMjIzMzA1OTkzNV5BMl5BanBnXkFtZTgwODE3MjM4NzE@._V1_SX300.jpg,/img/posters/2017/the-secret-life-of-pets-2016.jpg
"16 Jun 2017",rainey-park-bronx,"Central Intelligence",2016,"After he reconnects with an awkward pal from high school through Facebook, a mild-mannered accountant is lured into the world of international espionage.",https://www.nycgovparks.org/events/2017/06/16/movies-under-the-stars-central-intelligence,,"8:00 p.m. –10:00 p.m.",PG-13,https://images-na.ssl-images-amazon.com/images/M/MV5BMjA2NzEzNjIwNl5BMl5BanBnXkFtZTgwNzgwMTEzNzE@._V1_SX300.jpg,/img/posters/2017/central-intelligence-2016.jpg
"16 Jun 2017",columbus-park-manhattan,"A Thousand Years of Good Prayers",2007,"The book is a collection of stories about life in modern China and the United States.",https://www.nycgovparks.org/events/2017/06/16/arts-culture-fun-presents-moca-cinema-a-thousand-years-of-good-prayers-2008,,"8:30 p.m. –11:30 p.m.",UNRATED,https://images-na.ssl-images-amazon.com/images/M/MV5BODU3MzI3Mjg0NF5BMl5BanBnXkFtZTcwOTQwMDQzMg@@._V1_SX300.jpg,/img/posters/2017/a-thousand-years-of-good-prayers-2007.jpg
"17 Jun 2017",paul-raimonda-playground-queens,Sing,2016,"In a city of humanoid animals, a hustling theater impresario's attempt to save his theater with a singing competition becomes grander than he anticipates even as its finalists' find that their lives will never be the same.",https://www.nycgovparks.org/events/2017/06/17/movie-under-the-stars-sing,,"8:00 p.m. –10:00 p.m.",PG,https://images-na.ssl-images-amazon.com/images/M/MV5BMTYzODYzODU2Ml5BMl5BanBnXkFtZTgwNTc1MTA2NzE@._V1_SX300.jpg,/img/posters/2017/sing-2016.jpg
"17 Jun 2017",st-catherines-park-manhattan,"Cloudy with a Chance of Meatballs",2009,"A local scientist is often regarded as a failure until he invents a machine that can make food fall from the sky. But little does he know, that things are about to take a turn for the worst.",https://www.nycgovparks.org/events/2017/06/17/movies-under-the-stars-cloudy-with-a-chance-of-meatballs-2009,,"8:30 p.m. –11:00 p.m.",PG,https://images-na.ssl-images-amazon.com/images/M/MV5BMTg0MjAwNDI5MV5BMl5BanBnXkFtZTcwODkyMzg2Mg@@._V1_SX300.jpg,/img/posters/2017/cloudy-with-a-chance-of-meatballs-2009.jpg
"22 Jun 2017",pelham-bay-park-bronx,"Finding Dory",2016,"The friendly but forgetful blue tang fish, Dory, begins a search for her long-lost parents, and everyone learns a few things about the real meaning of family along the way.",https://www.nycgovparks.org/events/2017/06/22/movies-under-the-stars-finding-dory,,"8:00 p.m. –10:00 p.m.",PG,https://images-na.ssl-images-amazon.com/images/M/MV5BNzg4MjM2NDQ4MV5BMl5BanBnXkFtZTgwMzk3MTgyODE@._V1_SX300.jpg,/img/posters/2017/finding-dory-2016.jpg
"22 Jun 2017",sara-d-roosevelt-park-manhattan,"Florence Foster Jenkins",2016,"The story of Florence Foster Jenkins, a New York heiress who dreamed of becoming an opera singer, despite having a terrible singing voice.",https://www.nycgovparks.org/events/2017/06/22/movies-under-the-stars-florence-foster-jenkins,,"8:30 p.m. –11:30 p.m.",PG-13,https://images-na.ssl-images-amazon.com/images/M/MV5BMjA0Mzc4MjMxMl5BMl5BanBnXkFtZTgwODIwNTQxODE@._V1_SX300.jpg,/img/posters/2017/florence-foster-jenkins-2016.jpg
"23 Jun 2017",riverside-park-manhattan,"Feral Love",2016,,https://www.nycgovparks.org/events/2017/06/23/summer-on-the-hudson-feral-love,,"7:30 p.m. –10:00 p.m.",,,
"23 Jun 2017",colden-playground-queens,"Monsters Inc.",2001,"In order to power the city, monsters have to scare children so that they scream. However, the children are toxic to the monsters, and after a child gets through, 2 monsters realize things may not be what they think.",https://www.nycgovparks.org/events/2017/06/23/movie-under-the-stars-secret-life-of-pets,,"8:00 p.m. –10:00 p.m.",G,https://images-na.ssl-images-amazon.com/images/M/MV5BMTY1NTI0ODUyOF5BMl5BanBnXkFtZTgwNTEyNjQ0MDE@._V1_SX300.jpg,/img/posters/2017/monsters-inc-2001.jpg
"23 Jun 2017",ferry-point-park-bronx,Lion,2016,"A five-year-old Indian boy gets lost on the streets of Calcutta, thousands of kilometers from home. He survives many challenges before being adopted by a couple in Australia. 25 years later, he sets out to find his lost family.",https://www.nycgovparks.org/events/2017/06/23/movies-under-the-stars-lion,,"8:00 p.m. –10:00 p.m.",PG-13,https://images-na.ssl-images-amazon.com/images/M/MV5BMjA3NjkzNjg2MF5BMl5BanBnXkFtZTgwMDkyMzgzMDI@._V1_SX300.jpg,/img/posters/2017/lion-2016.jpg
"23 Jun 2017",columbus-park-manhattan,"Pushing Hands",1992,"All the while, Master Chu tries to find his place in the foreign American world.",https://www.nycgovparks.org/events/2017/06/23/arts-culture-fun-presents-moca-cinema-pushing-hands-1991,,"8:30 p.m. –11:30 p.m.",N/A,https://images-na.ssl-images-amazon.com/images/M/MV5BMTIxMzk0MDYzNV5BMl5BanBnXkFtZTcwNTkwNTgxMQ@@._V1_SX300.jpg,/img/posters/2017/pushing-hands-1992.jpg
"24 Jun 2017",bulova-park-queens,"Teenage Mutant Ninja Turtles: Out of the Shadows",2016,"After facing Shredder, who has joined forces with mad scientist Baxter Stockman and henchmen Bebop and Rocksteady to take over the world, the Turtles must confront an even greater nemesis: the notorious Krang.",https://www.nycgovparks.org/events/2017/06/24/movie-under-the-stars-storks,,"8:00 p.m. –10:00 p.m.",PG-13,https://images-na.ssl-images-amazon.com/images/M/MV5BMjM4NDQ0NTYyMV5BMl5BanBnXkFtZTgwNTIxMjY3ODE@._V1_SX300.jpg,/img/posters/2017/teenage-mutant-ninja-turtles-out-of-the-shadows-2016.jpg
"24 Jun 2017",van-cortlandt-park-bronx,Sing,2016,"In a city of humanoid animals, a hustling theater impresario's attempt to save his theater with a singing competition becomes grander than he anticipates even as its finalists' find that their lives will never be the same.",https://www.nycgovparks.org/events/2017/06/24/movies-under-the-stars-sing,,"8:00 p.m. –10:00 p.m.",PG,https://images-na.ssl-images-amazon.com/images/M/MV5BMTYzODYzODU2Ml5BMl5BanBnXkFtZTgwNTc1MTA2NzE@._V1_SX300.jpg,/img/posters/2017/sing-2016.jpg
"24 Jun 2017",john-jay-park-manhattan,"Jason Bourne",2016,"The CIA's most dangerous former operative is drawn out of hiding to uncover more explosive truths about his past.",https://www.nycgovparks.org/events/2017/06/24/movies-under-the-stars-jason-bourne,,"8:30 p.m. –11:30 p.m.",PG-13,https://images-na.ssl-images-amazon.com/images/M/MV5BMTU1ODg2OTU1MV5BMl5BanBnXkFtZTgwMzA5OTg2ODE@._V1_SX300.jpg,/img/posters/2017/jason-bourne-2016.jpg
"28 Jun 2017",unisphere-flushing-meadows-corona-park-queens,"Rogue One",2016,"The Rebel Alliance makes a risky move to steal the plans for the Death Star, setting up the epic saga to follow.",https://www.nycgovparks.org/events/2017/06/28/movie-under-the-stars-rogue-one-a-star-wars-story,,"8:00 p.m. –10:00 p.m.",PG-13,https://images-na.ssl-images-amazon.com/images/M/MV5BMjEwMzMxODIzOV5BMl5BanBnXkFtZTgwNzg3OTAzMDI@._V1_SX300.jpg,/img/posters/2017/rogue-one-2016.jpg
"28 Jun 2017",wright-brothers-playground-manhattan,"Notorious B.I.G.: Bigger Than Life",2007,"The greatest rapper to ever pick up a mic - with his velvety flow and unparalleled rhyme style he captivated everyone from Jay Z to Tupac. Now Notorious B.I.G. is revealed. Hear the stories...",https://www.nycgovparks.org/events/2017/06/28/movies-under-the-stars-notorious-big-bigger-than-life,,"8:30 p.m. –11:30 p.m.",N/A,https://images-na.ssl-images-amazon.com/images/M/MV5BMTU1NTEzMjQ1NV5BMl5BanBnXkFtZTcwNjI5OTQ1MQ@@._V1_SX300.jpg,/img/posters/2017/notorious-b-i-g-bigger-than-life-2007.jpg
"29 Jun 2017",electric-playground-queens,Gremlins,1984,"A boy inadvertently breaks three important rules concerning his new pet and unleashes a horde of malevolently mischievous monsters on a small town.",https://www.nycgovparks.org/events/2017/06/29/movie-under-the-stars-secret-life-of-pets,,"8:00 p.m. –10:00 p.m.",PG,https://images-na.ssl-images-amazon.com/images/M/MV5BZDVjN2FkYTQtNTBlOC00MjM5LTgzMWEtZWRlNGUyYmNiOTFiXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,/img/posters/2017/gremlins-1984.jpg
"29 Jun 2017",jackie-robinson-park-manhattan,"Michael Jackson’s This Is It",2010,"A documentary special for VH1 about the making of Michael Jackson's This Is It.",https://www.nycgovparks.org/events/2017/06/29/movies-under-the-stars-michael-jacksons-this-is-it,,"8:30 p.m. –11:30 p.m.",N/A,,
"30 Jun 2017",kissena-corridor-park-queens,"Hidden Figures",2016,"The story of a team of African-American women mathematicians who served a vital role in NASA during the early years of the US space program.",https://www.nycgovparks.org/events/2017/06/30/movie-under-the-stars-hidden-figures,,"8:00 p.m. –10:00 p.m.",PG,https://images-na.ssl-images-amazon.com/images/M/MV5BMjQxOTkxODUyN15BMl5BanBnXkFtZTgwNTU3NTM3OTE@._V1_SX300.jpg,/img/posters/2017/hidden-figures-2016.jpg
"30 Jun 2017",st-james-park-bronx,"The LEGO Batman Movie",2017,"A cooler-than-ever Bruce Wayne must deal with the usual suspects as they plan to rule Gotham City, while discovering that he has accidentally adopted a teenage orphan who wishes to become his sidekick.",https://www.nycgovparks.org/events/2017/06/30/movies-under-the-stars-the-lego-batman-movie,,"8:00 p.m. –10:00 p.m.",PG,https://images-na.ssl-images-amazon.com/images/M/MV5BMTcyNTEyOTY0M15BMl5BanBnXkFtZTgwOTAyNzU3MDI@._V1_SX300.jpg,/img/posters/2017/the-lego-batman-movie-2017.jpg
"5 Jul 2017",riverside-park-south-manhattan,"Blazing Saddles",1974,"In order to ruin a western town, a corrupt politician appoints a black sheriff, who promptly becomes his most formidable adversary.",https://www.nycgovparks.org/events/2017/07/05/summer-on-the-hudson-pier-picture-show,,"7:30 p.m. –11:00 p.m.",R,https://images-na.ssl-images-amazon.com/images/M/MV5BY2IzYWI0NjUtMjE1Ni00YmRjLWIzMjItODM5YjQ1MjlmN2VkL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,/img/posters/2017/blazing-saddles-1974.jpg
"7 Jul 2017",rockaway-beach-queens,Spider-Man,2002,"When bitten by a genetically modified spider, a nerdy, shy, and awkward high school student gains spider-like abilities that he eventually must use to fight evil as a superhero after tragedy befalls his family.",https://www.nycgovparks.org/events/2017/07/07/movie-nights-in-the-rockways,,"8:00 p.m. –10:00 p.m.",PG-13,https://images-na.ssl-images-amazon.com/images/M/MV5BMzk3MTE5MDU5NV5BMl5BanBnXkFtZTYwMjY3NTY3._V1_SX300.jpg,/img/posters/2017/spider-man-2002.jpg
"9 Jul 2017",randalls-island-park-manhattan,"Sister Act",1992,"When a worldly singer witnesses a mob crime, the police hide her as a nun in a traditional convent where she has trouble fitting in.",https://www.nycgovparks.org/events/2017/07/09/outdoor-movie-night-sister-act,,"8:40 p.m. –10:20 p.m.",PG,https://images-na.ssl-images-amazon.com/images/M/MV5BMTc1NzkzODcwN15BMl5BanBnXkFtZTcwNjcxODcxMQ@@._V1_SX300.jpg,/img/posters/2017/sister-act-1992.jpg
"12 Jul 2017",riverside-park-south-manhattan,"Dr. Strangelove",1964,"An insane general triggers a path to nuclear holocaust that a war room full of politicians and generals frantically try to stop.",https://www.nycgovparks.org/events/2017/07/12/summer-on-the-hudson-pier-picture-show,,"7:30 p.m. –11:00 p.m.",PG,https://images-na.ssl-images-amazon.com/images/M/MV5BNTkxYjUxNDYtZGY0My00NTc2LThiZmYtNmNmNmU0NGVkZWYwXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg,/img/posters/2017/dr-strangelove-1964.jpg
